,0,original,paredao
119,@vyniof Fora xixa insuportavel!!! Vem fazer terapia aqui fora!! #ForaVyni com 90% de rejeicao kkk acho e pouco! Foraaaaaaaaaaaaa,@vyniof Fora xixa insuportavel!!! Vem fazer terapia aqui fora!! #ForaVyni com 90% de rejeicao kkk acho e pouco! Foraaaaaaaaaaaaa,#foravyni
121,RT @Ariellynaely_: Porra de #ForaScooby e #ForaViny e pronto euhein https://t.co/FKV9vDdFLp,RT @Ariellynaely_: Porra de #ForaScooby e #ForaViny e pronto euhein https://t.co/FKV9vDdFLp,#foravyni
122,"CHAMADA DA MANHA 
De FAV aqui se voce esta votando #ForaVyni.","CHAMADA DA MANHA 
De FAV aqui se voce esta votando #ForaVyni.",#foravyni
124,@myujiae Pela saude mental (dele) #ForaViny,@myujiae Pela saude mental (dele) #ForaViny,#foravyni
125,RT @dudadellorusso: vou fazer um favor enorme pra vida dessa mona eliminando ela amanha #ForaVyni,RT @dudadellorusso: vou fazer um favor enorme pra vida dessa mona eliminando ela amanha #ForaVyni,#foravyni
126,"O Eli ilude ele o tempo todo,ele esqueceu de viver o BBB pra ficar atras desse cara,deprimente #BBB22 #ForaViny https://t.co/0j60Iq99dq","O Eli ilude ele o tempo todo,ele esqueceu de viver o BBB pra ficar atras desse cara,deprimente #BBB22 #ForaViny https://t.co/0j60Iq99dq",#foravyni
127,"RT @iampauloandre: Ta rolando mutirao aqui no oficial, continuem focados no Gshow! #ForaVyni #FicaScooby #FicaGustavo","RT @iampauloandre: Ta rolando mutirao aqui no oficial, continuem focados no Gshow! #ForaVyni #FicaScooby #FicaGustavo",#foravyni
128,"RT @hacker_real1: #BBB22

#ForaViny RT aqui.","RT @hacker_real1: #BBB22

#ForaViny RT aqui.",#foravyni
130,RT @Dededolls: Gustavo para o Arthur: So faco alianca com vc se vc nao votar mais na Lais e o Arthur falou que continuaria a votar na Lais...,RT @Dededolls: Gustavo para o Arthur: So faco alianca com vc se vc nao votar mais na Lais e o Arthur falou que continuaria a votar na Lais...,
131,"RT @leandrocoelho89: Agora ele vai cair de verdade   

#BBB222  #TeamScooby #TeamGustavo #ParedaoBBB22 #FORAVYNI https://t.co/xCq5O1eaLA","RT @leandrocoelho89: Agora ele vai cair de verdade   

#BBB222  #TeamScooby #TeamGustavo #ParedaoBBB22 #FORAVYNI https://t.co/xCq5O1eaLA",#foravyni
133,@bchartsnet Eu voto pro Scooby sair o discurso foi lamentavel. Essa indiferenca dele pro BBB... Seria legal ver o grupo Disney abalado movimenta o jogo. Vyni e planta master sai em qualquer paredao o momento e tirar o Scooby que ta nem ai pro game essa real. #ForaScooby #BBB22,@bchartsnet Eu voto pro Scooby sair o discurso foi lamentavel. Essa indiferenca dele pro BBB... Seria legal ver o grupo Disney abalado movimenta o jogo. Vyni e planta master sai em qualquer paredao o momento e tirar o Scooby que ta nem ai pro game essa real. #ForaScooby #BBB22,#forascooby
134,Scooby na frente discorda do Arthur chega dentro do confessionario faz exatamente o q Arthur disse . Vai entender duas vzs ja aconteceu isso #RedeBBB #FicaScooby  #ForaGustavo #ForaVinny,Scooby na frente discorda do Arthur chega dentro do confessionario faz exatamente o q Arthur disse . Vai entender duas vzs ja aconteceu isso #RedeBBB #FicaScooby  #ForaGustavo #ForaVinny,#foragustavo
136,Deixa o coitado do Viny continuar abastecendo a casa de preservativo! Que ele seja o primeiro lolipop a voltar  #BBB22 #ForaGustavo,Deixa o coitado do Viny continuar abastecendo a casa de preservativo! Que ele seja o primeiro lolipop a voltar  #BBB22 #ForaGustavo,#foragustavo
137,@bbb @_odeiorucula Tenho pena desse ser... se achar carismatico. Talvez nao saiba o significado da palavra... rsrsrsrs... E antes de mais nada #ForaViny #ForaVini,@bbb @_odeiorucula Tenho pena desse ser... se achar carismatico. Talvez nao saiba o significado da palavra... rsrsrsrs... E antes de mais nada #ForaViny #ForaVini,#foravyni
138,"@chicobarney Desculpa, Chico! E #ForaViny  com as forcas. Ate a respiracao desse cara e forcada. Nao tem carisma, nao joga. E pior que o Scooby no jogo.","@chicobarney Desculpa, Chico! E #ForaViny  com as forcas. Ate a respiracao desse cara e forcada. Nao tem carisma, nao joga. E pior que o Scooby no jogo.",#foravyni
140,"Uma hora dessa abro o @globoplay e me deparo com o @vyniof agarrado no Ze parecendo um casal de pombo,o @LucasBissoli_ no sofa do lider enquanto a cama e ocupada pelas comadres sem nocao,que edicao chata,que elenco fraco!!! #ForaNatalia #ForaViny","Uma hora dessa abro o @globoplay e me deparo com o @vyniof agarrado no Ze parecendo um casal de pombo,o @LucasBissoli_ no sofa do lider enquanto a cama e ocupada pelas comadres sem nocao,que edicao chata,que elenco fraco!!! #ForaNatalia #ForaViny",#foravyni
141,"Eu sou #ficaviny , o cara realmente precisa ter mais oportunidades de faturar algo no jogo, #forascooby ja ta com a vida ganha, o cara e surfista, o escritorio dele e uma praia. Vamos dar oportunidade pra quem precisa.  #ForaScoobyVyniSaiDepois 
#TeamDouglas #TeamDG","Eu sou #ficaviny , o cara realmente precisa ter mais oportunidades de faturar algo no jogo, #forascooby ja ta com a vida ganha, o cara e surfista, o escritorio dele e uma praia. Vamos dar oportunidade pra quem precisa.  #ForaScoobyVyniSaiDepois 
#TeamDouglas #TeamDG",#forascooby
143,RT @jaquecomentts: ELES SAO TUDO! #FicaScooby #ForaViny https://t.co/2DxHnzA41k,RT @jaquecomentts: ELES SAO TUDO! #FicaScooby #ForaViny https://t.co/2DxHnzA41k,#foravyni
144,@vyniof Focada no mutirao. Hoje e amanha vou votar ate o encerramento da votacao. #ForaGustavo,@vyniof Focada no mutirao. Hoje e amanha vou votar ate o encerramento da votacao. #ForaGustavo,#foragustavo
145,"""quando jade saiu perdeu a graca""
qual a graca de ter jade la dentro?? a fixacao dela por arthur? os pegas no pa? as jogadas que nunca davam certo?? 

ja que gosta tanto dela, basta desligar a tv e ir assistir os stories dela. e simples
#BBB22 
#ForaGustavo 
#ForaVyni","""quando jade saiu perdeu a graca""
qual a graca de ter jade la dentro?? a fixacao dela por arthur? os pegas no pa? as jogadas que nunca davam certo?? 

ja que gosta tanto dela, basta desligar a tv e ir assistir os stories dela. e simples
#BBB22 
#ForaGustavo 
#ForaVyni",#foravyni
147,"RT @maedinahparcial: Parciais da Mae Dinah | Horario 01:02

#ForaGustavo ....... 05.09%

#ForaScooby ....... 11.15%

#ForaViny ....... 83.7...","RT @maedinahparcial: Parciais da Mae Dinah | Horario 01:02

#ForaGustavo ....... 05.09%

#ForaScooby ....... 11.15%

#ForaViny ....... 83.7...",#foravyni
148,@luscas Eu sou #ForaGustavo,@luscas Eu sou #ForaGustavo,#foragustavo
149,"E triste uma pessoa querer ser engracado e despetar pena ne? 
#foragustavo","E triste uma pessoa querer ser engracado e despetar pena ne? 
#foragustavo",#foragustavo
150,"RT @eumesmaStefany: presente, de blink pra blink #ForaVyni https://t.co/J6URfSOjIB","RT @eumesmaStefany: presente, de blink pra blink #ForaVyni https://t.co/J6URfSOjIB",#foravyni
151,RT @chicobarney: Amanha ao longo do dia estarei puxando mutirao #ForaScooby. #BBB22,RT @chicobarney: Amanha ao longo do dia estarei puxando mutirao #ForaScooby. #BBB22,#forascooby
152,Se nao gostou reclama com a direcao! #ForaViny vem tropecar aqui fora #BBB22,Se nao gostou reclama com a direcao! #ForaViny vem tropecar aqui fora #BBB22,#foravyni
155,bom dia com #ForaVyni https://t.co/xFAEElZTij,bom dia com #ForaVyni https://t.co/xFAEElZTij,#foravyni
156,"@heyo_bia Entao. 
Entao, voce viu ne o quanto o Lucas falou mal por tras. E e isso, o jogo ali  E O QUANTO VOCE FALA NA CARA DE UMA VEZ. Ou fecha, ou, fecha!! #ForaViny  #FicaScooby e vamos deixar o Barao agora, mais DOIDAO, e fogo no parquinho. #RedeBBB . Arthura ou surta.","@heyo_bia Entao. 
Entao, voce viu ne o quanto o Lucas falou mal por tras. E e isso, o jogo ali  E O QUANTO VOCE FALA NA CARA DE UMA VEZ. Ou fecha, ou, fecha!! #ForaViny  #FicaScooby e vamos deixar o Barao agora, mais DOIDAO, e fogo no parquinho. #RedeBBB . Arthura ou surta.",#foravyni
157,RT @AndrielisFelix: #ForaScooby e o caralho https://t.co/Qn2ur80N3z,RT @AndrielisFelix: #ForaScooby e o caralho https://t.co/Qn2ur80N3z,#forascooby
158,Lucas ficou com Deus  #ForaViny,Lucas ficou com Deus  #ForaViny,#foravyni
159,"RT @justEu: @vengerbergk @tracklist Sou muito #ForaScooby nesse paredao, mesmo sabendo que isso nao vai rolar","RT @justEu: @vengerbergk @tracklist Sou muito #ForaScooby nesse paredao, mesmo sabendo que isso nao vai rolar",#forascooby
161,"RT @PedroScooby:  MUTIRAO LANCHINHO DA MADRUGADA INICIADO 

 Comente um emoji a cada 10 votos

 Encerra 06h
 
 O voto e para eliminar...","RT @PedroScooby:  MUTIRAO LANCHINHO DA MADRUGADA INICIADO 

 Comente um emoji a cada 10 votos

 Encerra 06h
 
 O voto e para eliminar...",
162,"@Aguiarthur 
Foi desleal? Foi...podia ter dito!
So nao votou no @TiagoAbravanel porque ele saiu antes!
To com Arthur e nao abro!
#BBB22 #bbb #arthuraguiar #arthuraousurta #ForaViny https://t.co/u64lXy9tQG","@Aguiarthur 
Foi desleal? Foi...podia ter dito!
So nao votou no @TiagoAbravanel porque ele saiu antes!
To com Arthur e nao abro!
#BBB22 #bbb #arthuraguiar #arthuraousurta #ForaViny https://t.co/u64lXy9tQG",#foravyni
163,RT @DivaDepressao: @Lorelay_Fox Ele precisa sair pra saber que ta errado! #ForaScooby,RT @DivaDepressao: @Lorelay_Fox Ele precisa sair pra saber que ta errado! #ForaScooby,#forascooby
164,"RT @BrenooXIV: Viny aparecendo e fazendo cara de debochado no ao vivo:

Gente o Arthur #ForaScooby DG e Arthur Arthur e Pa Se o eli #Foravi...","RT @BrenooXIV: Viny aparecendo e fazendo cara de debochado no ao vivo:

Gente o Arthur #ForaScooby DG e Arthur Arthur e Pa Se o eli #Foravi...",#forascooby
165,"RT @PedroScooby:  MUTIRAO ALL BLACK INICIADO 

 Comente um emoji a cada 20 votos

 Encerra 01h.
 
 O voto e para eliminar, votem no V...","RT @PedroScooby:  MUTIRAO ALL BLACK INICIADO 

 Comente um emoji a cada 20 votos

 Encerra 01h.
 
 O voto e para eliminar, votem no V...",
166,RT @thiwitter: Sem condicoes de passar pano pra playboy #ForaScooby https://t.co/epsVP8PXdD,RT @thiwitter: Sem condicoes de passar pano pra playboy #ForaScooby https://t.co/epsVP8PXdD,#forascooby
168,"RT @gislemos: Scooby foi convidado, como todos os camarotes, ele entrou nas vagas destinadas para esse perfil. Hj ele tem o que tem por mer...","RT @gislemos: Scooby foi convidado, como todos os camarotes, ele entrou nas vagas destinadas para esse perfil. Hj ele tem o que tem por mer...",
169,Bom dia e #ForaViny ,Bom dia e #ForaViny ,#foravyni
171,"Ja diz o ditado, onde tem g4y nao tem paz.
#ForaViny","Ja diz o ditado, onde tem g4y nao tem paz.
#ForaViny",#foravyni
172,"RT @PedroScooby:   MUTIRAO feat @iampauloandre  INICIADO 

 Comente um emoji a cada 20 votos

 Encerra 03h.
 
 O voto e para elimin...","RT @PedroScooby:   MUTIRAO feat @iampauloandre  INICIADO 

 Comente um emoji a cada 20 votos

 Encerra 03h.
 
 O voto e para elimin...",
173,"@CentralReaIity Ano que vem, sem camarote Big boss. Eu voto pro Scooby sair o discurso foi lamentavel. Essa indiferenca no BBB... Seria legal ver o grupo Disney abalado. Vyni e planta master sai em qualquer paredao o momento e tirar o Scooby, ta nem ai pro game essa real #ForaScooby #BBB22","@CentralReaIity Ano que vem, sem camarote Big boss. Eu voto pro Scooby sair o discurso foi lamentavel. Essa indiferenca no BBB... Seria legal ver o grupo Disney abalado. Vyni e planta master sai em qualquer paredao o momento e tirar o Scooby, ta nem ai pro game essa real #ForaScooby #BBB22",#forascooby
174,"Ja comecaram a votar no Vyni?
#ForaVyni","Ja comecaram a votar no Vyni?
#ForaVyni",#foravyni
175,"RT @abayxxakki: Eu nao suporto o Scooby tanto quanto eu nao suporto o Eliezer pra cs terem nocao, ta no mesmo nivel pra mim... Sou muito #f...","RT @abayxxakki: Eu nao suporto o Scooby tanto quanto eu nao suporto o Eliezer pra cs terem nocao, ta no mesmo nivel pra mim... Sou muito #f...",
176,"RT @RianTw1tter: #ForaScooby #Bbb22
Tadeu ignorando o viny pela: 17392deg vez

Certissimo https://t.co/0QMawGPsk2","RT @RianTw1tter: #ForaScooby #Bbb22
Tadeu ignorando o viny pela: 17392deg vez

Certissimo https://t.co/0QMawGPsk2",#forascooby
178,"Comparar vyni a victor hugo e um escandalo. Vyni e mto mais legal, simpatico e tem um coracao enorme. Vcs deveriam tirar o scooby que nem ali queria estar. Se vcs acham o vyni forcado, pelo menos ele QUER estar ali, ao contrario do scooby que e sequelado. #forascooby #bbb22","Comparar vyni a victor hugo e um escandalo. Vyni e mto mais legal, simpatico e tem um coracao enorme. Vcs deveriam tirar o scooby que nem ali queria estar. Se vcs acham o vyni forcado, pelo menos ele QUER estar ali, ao contrario do scooby que e sequelado. #forascooby #bbb22",#forascooby
179,@barbieousada Arthura ou Surta!!!! Hoje nao militante kkkkkk #ForaViny,@barbieousada Arthura ou Surta!!!! Hoje nao militante kkkkkk #ForaViny,#foravyni
180,@vyniof homofobia ja comecou o mimimi #bbb22 #ForaViny #FicaGustavo  #FicaScooby,@vyniof homofobia ja comecou o mimimi #bbb22 #ForaViny #FicaGustavo  #FicaScooby,#foravyni
182,"Gente????? Vcs sao #ForaGustavo #ForaVyni ou #forascobby ???
Eu sou #ForaVyni","Gente????? Vcs sao #ForaGustavo #ForaVyni ou #forascobby ???
Eu sou #ForaVyni",#foravyni
183,"Eu sei que provavelmente nao vai fazer diferenca, mas pelo menos pra nao deixar o Viny sair com tanta rejeicao assim 
#FicaVyni 
#ForaGustavo 
#forascobby 
#bbb https://t.co/zZO1dNOdPc","Eu sei que provavelmente nao vai fazer diferenca, mas pelo menos pra nao deixar o Viny sair com tanta rejeicao assim 
#FicaVyni 
#ForaGustavo 
#forascobby 
#bbb https://t.co/zZO1dNOdPc",#foragustavo
184,RT @emilyc4t: eu entrando na tag #ForaScooby https://t.co/oB3t7k1899,RT @emilyc4t: eu entrando na tag #ForaScooby https://t.co/oB3t7k1899,#forascooby
185,"@PedroScooby Dormi votando e acordei votando!
#ForaVyni 
#FicaScooby  https://t.co/MiZzJ3ZKJX","@PedroScooby Dormi votando e acordei votando!
#ForaVyni 
#FicaScooby  https://t.co/MiZzJ3ZKJX",#foravyni
186,"RT @TristaoeGian: Nada, absolutamente nada, me faz querer tirar a oportunidade de uma bixa pobre em detrimento de machos heteros, por mais...","RT @TristaoeGian: Nada, absolutamente nada, me faz querer tirar a oportunidade de uma bixa pobre em detrimento de machos heteros, por mais...",
187,"RT @donnacomenta: O pior nao e o Rival declarado, e o aliado FALSO, hipocrita, sonso. 

Com certeza Serei #ForaGustavo e #ForaLucas quando...","RT @donnacomenta: O pior nao e o Rival declarado, e o aliado FALSO, hipocrita, sonso. 

Com certeza Serei #ForaGustavo e #ForaLucas quando...",#foralucas
188,@delaurentiis_br @brunnagoncalves Nenhum Pitico passara! #foraviny,@delaurentiis_br @brunnagoncalves Nenhum Pitico passara! #foraviny,#foravyni
189,"@Anitta Preguica de vcs serio,sempre querendo inverter as coisas, e #ForaViny  e e sobre isso. @Anitta","@Anitta Preguica de vcs serio,sempre querendo inverter as coisas, e #ForaViny  e e sobre isso. @Anitta",#foravyni
190,"RT @PedroScooby: Para permanencia do Scooby no programa, somos #ForaViny. Nao discutam, nao percam tempo, apenas VOTEM, confiem e sigam o o...","RT @PedroScooby: Para permanencia do Scooby no programa, somos #ForaViny. Nao discutam, nao percam tempo, apenas VOTEM, confiem e sigam o o...",#foravyni
191,Ja que fazer prova bate e volta e chato e que tanto faz pq ja tem 2 meses dentro da casa ... pq nao fazer a vontade dele?! #forascooby #BBB22 https://t.co/raVaXLPOSr,Ja que fazer prova bate e volta e chato e que tanto faz pq ja tem 2 meses dentro da casa ... pq nao fazer a vontade dele?! #forascooby #BBB22 https://t.co/raVaXLPOSr,#forascooby
193,RT @serginhocalado: #ForaScooby com gosto! #BBB22  https://t.co/scvtAX6kPm,RT @serginhocalado: #ForaScooby com gosto! #BBB22  https://t.co/scvtAX6kPm,#forascooby
195,"@comentaslz AAAAAAAAAAAAAAH e vamos de mais dez votos no Viny
#ForaViny","@comentaslz AAAAAAAAAAAAAAH e vamos de mais dez votos no Viny
#ForaViny",#foravyni
196,"RT @PedroScooby: ""Eu abrir mao de muita coisa pra ta aqui, inclusive das coisas que eu mais amo no mundo que sao meus tres filhos, se eu na...","RT @PedroScooby: ""Eu abrir mao de muita coisa pra ta aqui, inclusive das coisas que eu mais amo no mundo que sao meus tres filhos, se eu na...",
198,"@tiamaoficial Ele nao combina voto e povo nao massacra como faz com a Jessi 
Fica falando que quer sair e o povo nao faz o mesmo que fez com a Naiara
???
#bbb22 #ForaScooby https://t.co/Wn5TaYz7T9","@tiamaoficial Ele nao combina voto e povo nao massacra como faz com a Jessi 
Fica falando que quer sair e o povo nao faz o mesmo que fez com a Naiara
???
#bbb22 #ForaScooby https://t.co/Wn5TaYz7T9",#forascooby
201,"@bicmuller Exatamente.  
 #ForaViny","@bicmuller Exatamente.  
 #ForaViny",#foravyni
203,RT @lukxtx: #FORAVYNI Tortura nao e entretenimento!!!! https://t.co/tX1Rt3CQaP,RT @lukxtx: #FORAVYNI Tortura nao e entretenimento!!!! https://t.co/tX1Rt3CQaP,#foravyni
204,"@Vicnicius_ #ForaViny , so sabe forcar","@Vicnicius_ #ForaViny , so sabe forcar",#foravyni
205,"RT @PortaldoArthur: Iremos seguir oque a oficial do @PedroScooby mandou, indepente dos atritos entre (Arthur) x (Gustavo), entao desde ja s...","RT @PortaldoArthur: Iremos seguir oque a oficial do @PedroScooby mandou, indepente dos atritos entre (Arthur) x (Gustavo), entao desde ja s...",
207,"@tiamaoficial Ele nao merece, mas pelo bem da nossa saude mental o Vyni tem que sair primeiro #ForaVyni #BBB22","@tiamaoficial Ele nao merece, mas pelo bem da nossa saude mental o Vyni tem que sair primeiro #ForaVyni #BBB22",#foravyni
213,"@eumaria #ForaViny ,#ForaNatalia #ForaEli  TRES MERDAS DO TRISAL CHACOTA","@eumaria #ForaViny ,#ForaNatalia #ForaEli  TRES MERDAS DO TRISAL CHACOTA",#foraeli
214,"@Naiarazevedo Ta nada!!! E simples, #ForaViny  ","@Naiarazevedo Ta nada!!! E simples, #ForaViny  ",#foravyni
215,"Essa paixonite do Viny por Eli  so o apagou no jogo 
Ele nao e uma ma pessoa ,mais para o entretimento do jogo prefiro que o Gustavo Fique .
#FicaGustavo 
#ForaViny
#BBB22","Essa paixonite do Viny por Eli  so o apagou no jogo 
Ele nao e uma ma pessoa ,mais para o entretimento do jogo prefiro que o Gustavo Fique .
#FicaGustavo 
#ForaViny
#BBB22",#foravyni
216,@euanassoares @Naiarazevedo Paredao hoje ta facil #ForaViny chato pra cassete,@euanassoares @Naiarazevedo Paredao hoje ta facil #ForaViny chato pra cassete,#foravyni
217,e vamos de #foraVyni,e vamos de #foraVyni,#foravyni
218,"RT @PedroScooby:  MUTIRAO JERRY SCOOBY 

 Comente um emoji a cada 20 votos

 Encerra 08h
 
 O voto e para eliminar, votem no Vyni

...","RT @PedroScooby:  MUTIRAO JERRY SCOOBY 

 Comente um emoji a cada 20 votos

 Encerra 08h
 
 O voto e para eliminar, votem no Vyni

...",
